ClientIP,Country,Provinces,ISP
14.247.223.216,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
124.58.83.23,South Korea,Incheon,Dacom-pubnetplus
113.23.55.51,Vietnam,Haiphong,FPT Telecom Company
14.185.7.157,Vietnam,Buon Ma Thuot,Vietnam Posts and Telecommunications Group
14.239.13.98,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
123.136.107.177,Malaysia,Pulau Sebang,U Mobile Sdn Bhd
103.199.57.120,Vietnam,Hanoi,MOBIFONE Corporation
58.186.223.94,Vietnam,Bac Giang,FPT Telecom Company
14.165.116.89,Vietnam,Pleiku,Vietnam Posts and Telecommunications Group
66.249.82.103,Australia,Sydney,Google LLC
42.118.83.75,Vietnam,Hanoi,FPT Telecom Company
14.171.252.48,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
42.114.132.161,Vietnam,Hanoi,FPT Telecom Company
116.99.149.68,Vietnam,Pleiku,Viettel Group
64.233.173.24,Japan,Tokyo,Google LLC
113.186.195.248,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
113.23.48.75,Vietnam,Hanoi,FPT Telecom Company
1.52.231.127,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.54.8.102,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.87.239,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.179.105.46,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
171.232.166.141,Vietnam,Tan Uyen,Viettel Group
123.19.103.155,Vietnam,Da Nang,Vietnam Posts and Telecommunications Group
123.22.103.83,Vietnam,Uyen Hung,Vietnam Posts and Telecommunications Group
66.215.207.62,United States,Eastvale,Charter Communications
42.113.184.206,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.168.106.111,Vietnam,Ben Tre,Vietnam Posts and Telecommunications Group
42.118.54.188,Vietnam,Thanh Hoa,FPT Telecom Company
103.199.57.72,Vietnam,Hanoi,MOBIFONE Corporation
183.80.60.252,Vietnam,Ho Chi Minh City,FPT Telecom Company
37.160.88.130,Italy,Modena,Iliad Italia S.p.A
42.112.233.61,Vietnam,Haiphong,FPT Telecom Company
183.81.73.126,Vietnam,Hung Yen,FPT Telecom Company
113.162.110.56,Vietnam,Tam Ky,Vietnam Posts and Telecommunications Group
14.243.236.122,Vietnam,Tuy Hoa,Vietnam Posts and Telecommunications Group
14.232.236.226,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
116.105.114.87,Vietnam,Quang Ngai,Viettel Group
115.75.223.197,Vietnam,Ho Chi Minh City,Viettel Group
110.50.148.162,Taiwan,Taipei,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.)
14.229.141.143,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
100.87.200.52,"","",""
79.177.36.140,Israel,Petah Tikva,Bezeq International
183.80.222.113,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.181.98.87,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.187.66.53,Vietnam,Lang Son,FPT Telecom Company
66.249.88.191,United States,Mountain View,Google LLC
42.115.196.11,Vietnam,Bac Giang,FPT Telecom Company
113.161.89.180,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
113.22.53.176,Vietnam,Haiphong,FPT Telecom Company
118.71.112.18,Vietnam,Hanoi,FPT Telecom Company
1.52.120.218,Vietnam,Tu Son,FPT Telecom Company
14.164.32.129,Vietnam,Ben Cat,Vietnam Posts and Telecommunications Group
42.118.214.19,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.117.174,Vietnam,Hanoi,FPT Telecom Company
14.177.189.184,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.165.81,Vietnam,Hanoi,FPT Telecom Company
1.52.248.4,Vietnam,Bien Hoa,FPT Telecom Company
42.114.36.2,Vietnam,Hanoi,FPT Telecom Company
113.179.164.64,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.112.239.203,Vietnam,Hanoi,FPT Telecom Company
118.68.192.35,Vietnam,Hanoi,FPT Telecom Company
123.27.173.162,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
118.71.196.42,Vietnam,Thanh Hoa,FPT Telecom Company
103.7.38.79,Vietnam,Can Duoc,Vietnamobile Telecommunications Joint Stock Company
103.199.33.144,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
113.161.210.137,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
1.52.74.137,Vietnam,Can Tho,FPT Telecom Company
42.114.32.99,Vietnam,Uong Bi,FPT Telecom Company
58.187.167.220,Vietnam,Hai Duong,FPT Telecom Company
183.81.124.213,Vietnam,Ha Long,FPT Telecom Company
123.17.50.184,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
14.228.122.58,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
1.54.210.247,Vietnam,Hanoi,FPT Telecom Company
1.54.247.78,Vietnam,Hanoi,FPT Telecom Company
1.54.211.102,Vietnam,Haiphong,FPT Telecom Company
103.199.56.209,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
14.167.108.148,Vietnam,Djong Hoi,Vietnam Posts and Telecommunications Group
42.113.197.251,Vietnam,Uong Bi,FPT Telecom Company
123.17.134.253,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.49.227,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.175.127.94,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
123.20.41.194,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
27.3.48.69,Vietnam,Ninh Binh,SaiGon Tourist Cable Television
42.116.100.28,Vietnam,Da Nang,FPT Telecom Company
113.181.45.251,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.114.21.134,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.239.177.136,Vietnam,Thu Dau Mot,Viettel Group
113.23.24.223,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.170.133.61,Vietnam,Phong Tho,Vietnam Posts and Telecommunications Group
113.22.174.208,Vietnam,Bac Ninh,FPT Telecom Company
118.70.182.78,Vietnam,Hanoi,FPT Telecom Company
183.80.43.40,Vietnam,Qui Nhon,FPT Telecom Company
183.80.60.126,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.119.43.214,Vietnam,Bac Giang,FPT Telecom Company
120.20.129.141,Australia,Adelaide,Vodafone Australia Pty Limited
118.68.247.57,Vietnam,Da Nang,FPT Telecom Company
14.181.155.199,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.71.173.109,Vietnam,Uong Bi,FPT Telecom Company
58.187.117.23,Vietnam,Hanoi,FPT Telecom Company
1.55.132.189,Vietnam,Hanoi,FPT Telecom Company
171.239.81.120,Vietnam,Bac Lieu,Viettel Group
115.73.25.158,Vietnam,Ho Chi Minh City,Viettel Group
14.162.0.235,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.54.141.241,Vietnam,Hanoi,FPT Telecom Company
42.113.196.131,Vietnam,Uong Bi,FPT Telecom Company
123.19.230.217,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.223.253,Vietnam,Vinh Yen,FPT Telecom Company
118.68.192.174,Vietnam,Hanoi,FPT Telecom Company
42.112.204.170,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.192.203,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.23.64.2,Vietnam,Haiphong,FPT Telecom Company
116.111.18.111,Vietnam,Hanoi,Viettel Group
1.52.125.243,Vietnam,Thanh Hoa,FPT Telecom Company
115.74.225.50,Vietnam,Bien Hoa,Viettel Group
1.52.124.215,Vietnam,Thanh Hoa,FPT Telecom Company
1.54.223.56,Vietnam,Ben Dinh,FPT Telecom Company
42.112.248.169,Vietnam,Hanoi,FPT Telecom Company
183.80.32.64,Vietnam,Hai An,FPT Telecom Company
1.55.116.167,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.249.56.220,Vietnam,Bien Hoa,Viettel Group
42.113.186.93,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.181.38.95,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
14.240.170.66,Vietnam,Phan Rang-Thap Cham,Vietnam Posts and Telecommunications Group
118.71.151.102,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.36.180,Vietnam,Hanoi,FPT Telecom Company
14.189.182.247,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.118.214.32,Vietnam,Ho Chi Minh City,FPT Telecom Company
68.151.201.208,Canada,Jasper,Shaw Communications Inc.
34.222.22.128,United States,Portland,Amazon.com
113.23.48.30,Vietnam,Hanoi,FPT Telecom Company
14.244.201.228,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
42.117.202.161,Vietnam,Cao Lanh,FPT Telecom Company
123.16.32.44,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.196.247,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.67.126,Vietnam,Vinh Yen,FPT Telecom Company
1.55.228.112,Vietnam,Hanoi,FPT Telecom Company
42.115.162.241,Vietnam,Hanoi,FPT Telecom Company
123.27.69.106,Vietnam,Bim Son,Vietnam Posts and Telecommunications Group
66.249.82.115,Australia,Sydney,Google LLC
14.175.253.3,Vietnam,Hoi An,Vietnam Posts and Telecommunications Group
42.112.237.6,Vietnam,Bac Ninh,FPT Telecom Company
171.244.145.88,Vietnam,Thai Binh,Viettel Group
1.55.61.76,Vietnam,Hanoi,FPT Telecom Company
1.55.227.231,Vietnam,Vinh Yen,FPT Telecom Company
42.112.227.90,Vietnam,Nha Trang,FPT Telecom Company
14.171.0.166,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.23.52.109,Vietnam,Hanoi,FPT Telecom Company
183.80.236.1,Vietnam,Vinh Yen,FPT Telecom Company
115.72.84.124,Vietnam,Ho Chi Minh City,Viettel Group
183.80.60.183,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.117.51.83,Vietnam,Bien Hoa,FPT Telecom Company
85.13.70.49,Czechia,Chomutov,CD-Telematika a.s.
59.153.243.89,Vietnam,Vinh,MOBIFONE Corporation
66.249.82.142,Australia,Sydney,Google LLC
115.73.214.11,Vietnam,Ho Chi Minh City,Viettel Group
113.167.104.60,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
42.112.91.29,Vietnam,Ben Tre,FPT Telecom Company
118.70.82.141,Vietnam,Hanoi,FPT Telecom Company
42.114.34.20,Vietnam,Haiphong,FPT Telecom Company
14.232.88.94,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
66.249.88.164,United States,Mountain View,Google LLC
171.235.85.36,Vietnam,Ho Chi Minh City,Viettel Group
42.112.217.162,Vietnam,Hanoi,FPT Telecom Company
14.166.4.18,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
118.68.162.196,Vietnam,Da Nang,FPT Telecom Company
1.55.138.8,Vietnam,Hanoi,FPT Telecom Company
118.71.230.190,Vietnam,Hanoi,FPT Telecom Company
64.233.173.30,Japan,Tokyo,Google LLC
42.113.155.125,Vietnam,Hanoi,FPT Telecom Company
171.248.219.83,Vietnam,Phu Quoc Island,Viettel Group
123.22.114.176,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
1.55.50.80,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.70.177.131,Vietnam,Hanoi,FPT Telecom Company
42.119.146.247,Vietnam,Can Tho,FPT Telecom Company
42.118.76.56,Vietnam,Hoa Binh,FPT Telecom Company
14.188.73.61,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.118.29.166,Vietnam,Bac Giang,FPT Telecom Company
1.53.206.243,Vietnam,Ho Chi Minh City,FPT Telecom Company
66.249.82.109,Australia,Sydney,Google LLC
59.153.242.89,Vietnam,Vinh,MOBIFONE Corporation
42.112.82.70,Vietnam,Long Xuyen,FPT Telecom Company
171.243.48.136,Vietnam,Quang Ngai,Viettel Group
14.181.141.211,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
113.175.188.142,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
42.118.76.38,Vietnam,Hoa Binh,FPT Telecom Company
42.115.196.235,Vietnam,Bac Giang,FPT Telecom Company
118.70.54.218,Vietnam,Dien Bien Phu,FPT Telecom Company
113.168.170.249,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
14.173.0.233,Vietnam,Tra Vinh,Vietnam Posts and Telecommunications Group
183.80.25.119,Vietnam,Buon Ma Thuot,FPT Telecom Company
113.23.54.165,Vietnam,Ha Long,FPT Telecom Company
27.67.185.97,Vietnam,Viet Tri,Viettel Group
45.74.75.11,Canada,Markham,CIK Telecom INC
115.79.32.243,Vietnam,Hanoi,Viettel Group
58.187.66.207,Vietnam,Lang Son,FPT Telecom Company
171.255.163.168,Vietnam,Nha Trang,Viettel Group
42.113.184.158,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.186.189.50,Vietnam,Hanoi,FPT Telecom Company
1.52.120.227,Vietnam,Tu Son,FPT Telecom Company
14.239.7.85,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
64.233.173.182,Japan,Tokyo,Google LLC
58.186.223.228,Vietnam,Bac Giang,FPT Telecom Company
42.112.232.177,Vietnam,Haiphong,FPT Telecom Company
42.118.29.248,Vietnam,Bac Giang,FPT Telecom Company
115.75.13.13,Vietnam,Bien Hoa,Viettel Group
178.255.168.127,Czechia,Ceske Budejovice,"STARNET, s.r.o."
42.113.190.133,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.188.123.13,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
1.55.195.1,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.196.207,Vietnam,Thanh Hoa,FPT Telecom Company
123.26.219.119,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.183.110.181,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
42.113.198.14,Vietnam,Thai Nguyen,FPT Telecom Company
42.113.137.105,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.23.48.124,Vietnam,Hanoi,FPT Telecom Company
113.23.49.189,Vietnam,Hanoi,FPT Telecom Company
42.114.32.12,Vietnam,Uong Bi,FPT Telecom Company
14.235.201.96,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
27.3.128.81,Vietnam,Ho Chi Minh City,SaiGon Tourist Cable Television
118.68.135.94,Vietnam,Da Lat,FPT Telecom Company
14.171.100.240,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
92.234.39.201,United Kingdom,Crawley,Virgin Media
42.112.248.117,Vietnam,Hanoi,FPT Telecom Company
58.187.66.100,Vietnam,Lang Son,FPT Telecom Company
103.199.33.205,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
42.117.219.5,Vietnam,Hanoi,FPT Telecom Company
113.164.66.22,Vietnam,Mui Ne,Vietnam Posts and Telecommunications Group
66.249.82.64,Australia,Sydney,Google LLC
42.115.181.220,Vietnam,Hanoi,FPT Telecom Company
42.115.196.188,Vietnam,Bac Giang,FPT Telecom Company
118.70.81.7,Vietnam,Hanoi,FPT Telecom Company
123.136.112.81,Malaysia,Johor Bahru,U Mobile Sdn Bhd
113.167.88.116,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
115.75.189.41,Vietnam,Bien Hoa,Viettel Group
78.70.191.85,Sweden,Malmo,Telia Company AB
113.22.165.187,Vietnam,Tuy Hoa,FPT Telecom Company
116.108.179.63,Vietnam,Ho Chi Minh City,Viettel Group
103.7.39.144,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
116.111.136.17,Vietnam,B'rong,Viettel Group
14.188.123.71,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
42.112.87.227,Vietnam,Ho Chi Minh City,FPT Telecom Company
173.252.95.32,United States,Chicago,"Facebook, Inc."
42.118.164.64,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.28.124,Vietnam,Hanoi,FPT Telecom Company
113.23.110.188,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.181.66.16,Vietnam,Ha Giang,Vietnam Posts and Telecommunications Group
58.187.244.202,Vietnam,Phu Ly,FPT Telecom Company
116.106.215.66,Vietnam,Ho Chi Minh City,Viettel Group
1.52.192.56,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.70.124.236,Vietnam,Hanoi,FPT Telecom Company
42.118.236.84,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.41.169,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.228.65.90,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
118.68.71.221,Vietnam,Ho Chi Minh City,FPT Telecom Company
125.214.60.165,Vietnam,Ho Chi Minh City,Viettel Group
14.187.163.5,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
118.69.93.243,Vietnam,Ca Mau,FPT Telecom Company
113.190.176.178,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.160.154.225,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
66.249.88.173,United States,Mountain View,Google LLC
42.115.196.215,Vietnam,Bac Giang,FPT Telecom Company
14.241.182.91,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
58.187.66.22,Vietnam,Lang Son,FPT Telecom Company
14.189.165.173,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
113.190.139.138,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
125.184.172.182,South Korea,Seoul,Dacom-pubnetplus
1.53.229.64,Vietnam,Bien Hoa,FPT Telecom Company
42.118.83.80,Vietnam,Hanoi,FPT Telecom Company
58.187.12.166,Vietnam,Bac Ninh,FPT Telecom Company
123.16.60.142,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.176.48.125,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
31.4.144.110,Spain,Madrid,Vodafone Espana S.a.u.
113.175.138.106,Vietnam,Thanh pho Ha Giang,Vietnam Posts and Telecommunications Group
118.68.5.168,Vietnam,Da Nang,FPT Telecom Company
42.112.231.72,Vietnam,Nha Trang,FPT Telecom Company
42.114.18.92,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.192.99,Vietnam,Hai Duong,FPT Telecom Company
113.23.28.69,Vietnam,Ho Chi Minh City,FPT Telecom Company
115.73.213.71,Vietnam,Ho Chi Minh City,Viettel Group
42.113.155.35,Vietnam,Hanoi,FPT Telecom Company
116.118.4.10,Vietnam,Ho Chi Minh City,Saigon Postel Corporation
42.117.48.80,Vietnam,Hanoi,FPT Telecom Company
113.23.26.37,Vietnam,Ho Chi Minh City,FPT Telecom Company
71.185.218.189,United States,Philadelphia,Verizon Business
14.189.25.41,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
1.52.192.145,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.217.239,Vietnam,Thai Binh,FPT Telecom Company
183.81.93.144,Vietnam,Hanoi,FPT Telecom Company
14.187.188.169,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
68.102.164.180,United States,Wichita,Cox Communications Inc.
42.113.187.180,Vietnam,Nha Trang,FPT Telecom Company
93.30.152.106,France,Venissieux,SFR SA
118.71.173.4,Vietnam,Uong Bi,FPT Telecom Company
103.199.33.156,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
42.114.155.181,Vietnam,Hanoi,FPT Telecom Company
14.182.200.161,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.186.60.180,Vietnam,Ha Tinh,FPT Telecom Company
42.112.80.36,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.248.57,Vietnam,Hanoi,FPT Telecom Company
1.161.150.5,Taiwan,Banqiao District,Chunghwa Telecom
123.16.22.37,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.53.78.122,Vietnam,Ho Chi Minh City,FPT Telecom Company
27.67.23.142,Vietnam,Hanoi,Viettel Group
14.237.165.153,Vietnam,Tan Chau,Vietnam Posts and Telecommunications Group
66.220.149.34,United States,Menlo Park,"Facebook, Inc."
1.52.192.12,Vietnam,Ho Chi Minh City,FPT Telecom Company
103.199.56.205,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
14.188.11.239,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
98.172.138.22,United States,Bellevue,Cox Communications Inc.
113.175.137.168,Vietnam,Thanh pho Ha Giang,Vietnam Posts and Telecommunications Group
113.184.52.65,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
27.75.145.15,Vietnam,Tra Vinh,Viettel Group
113.165.28.218,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.55.135.167,Vietnam,Thai Binh,FPT Telecom Company
58.187.29.57,Vietnam,Bac Giang,FPT Telecom Company
42.112.233.74,Vietnam,Haiphong,FPT Telecom Company
58.187.45.42,Vietnam,Hanoi,FPT Telecom Company
42.119.144.72,Vietnam,Long Xuyen,FPT Telecom Company
110.170.56.4,Thailand,Bangkok,True Internet Corporation Co. Ltd.
113.22.53.110,Vietnam,Haiphong,FPT Telecom Company
14.171.243.190,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
113.22.106.209,Vietnam,Thanh Hoa,FPT Telecom Company
123.17.86.120,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
66.249.82.138,Australia,Sydney,Google LLC
42.114.35.32,Vietnam,Uong Bi,FPT Telecom Company
42.113.159.52,Vietnam,Bac Ninh,FPT Telecom Company
1.55.227.63,Vietnam,Vinh Yen,FPT Telecom Company
42.114.65.128,Vietnam,Hanoi,FPT Telecom Company
1.53.177.195,Vietnam,Hanoi,FPT Telecom Company
42.113.153.46,Vietnam,Hanoi,FPT Telecom Company
113.23.48.7,Vietnam,Hanoi,FPT Telecom Company
14.247.251.140,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
123.16.174.209,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.228.47,Vietnam,Long Xuyen,FPT Telecom Company
73.162.216.157,United States,San Francisco,"Comcast Cable Communications, LLC"
14.244.60.209,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
88.90.27.125,Norway,Drammen,Telenor Norge AS
23.24.16.53,United States,Royersford,"Comcast Cable Communications, LLC"
58.187.171.56,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.177.244.42,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.183.52.95,Vietnam,Long Xuyen,Vietnam Posts and Telecommunications Group
14.244.224.143,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
116.99.185.250,Vietnam,Da Lat,Viettel Group
58.187.166.251,Vietnam,Uong Bi,FPT Telecom Company
14.166.225.133,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
113.23.49.194,Vietnam,Hanoi,FPT Telecom Company
42.113.199.112,Vietnam,Hanoi,FPT Telecom Company
27.78.239.217,Vietnam,Hanoi,Viettel Group
14.247.72.167,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
58.187.166.30,Vietnam,Uong Bi,FPT Telecom Company
103.7.37.149,Vietnam,Hanoi,Vietnamobile Telecommunications Joint Stock Company
14.247.7.105,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.29.38,Vietnam,Bac Giang,FPT Telecom Company
42.114.108.192,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.161.62,Vietnam,Hai Duong,FPT Telecom Company
42.117.202.81,Vietnam,Cao Lanh,FPT Telecom Company
1.52.121.183,Vietnam,Haiphong,FPT Telecom Company
174.67.7.20,United States,Oklahoma City,Cox Communications Inc.
